Registering Defuzzer!
Loaded thutessentials config file thutessentials/thutessentials-common.toml
Reading thutessentials/thutessentials-common.toml
thutessentials/thutessentials-common.toml config belongs to us!
Reading thutessentials/thutessentials-common.toml
thutessentials/thutessentials-common.toml config belongs to us!
Reading thutessentials/thutessentials-common.toml
Server Started
Starting Loading Land
Finished Loading Land and Teams
00:16:37.792114864 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: log-in afb7b56a-c649-3168-8e66-befdae15357f The_Dos
Login detected, adding player to logins for defuzz.
00:16:41.102215963 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: open class net.minecraft.world.inventory.CraftingMenu afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:42.426849722 minecraft:overworld, BlockPos{x=13, y=4, z=13}: log-in f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
Login detected, adding player to logins for defuzz.
00:16:42.468679484 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: open class net.minecraft.world.inventory.CraftingMenu afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:44.685423461 minecraft:overworld, BlockPos{x=7, y=5, z=-17}: log-in c63978fa-cffe-333b-9379-f77b62967dc5 Hezare0
Login detected, adding player to logins for defuzz.
00:16:44.71188139 minecraft:overworld, BlockPos{x=21, y=-1, z=48}: log-in cd84a844-f769-3c1b-a039-a5233b5b271b DIXAI
Login detected, adding player to logins for defuzz.
00:16:47.172504542 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:47.697424499 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_button Oak Button, net.minecraft.world.inventory.ResultContainer@3536e1d8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:47.697814153 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:48.63894737 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 4 oak_planks Oak Planks, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.058191767 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick <-> 1 oak_button Oak Button, net.minecraft.world.inventory.ResultContainer@3536e1d8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.058565961 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.568380697 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 3 oak_planks Oak Planks, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.789830902 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 4 stick Stick, net.minecraft.world.inventory.ResultContainer@3536e1d8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.790153645 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:49.790240176 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 oak_planks Oak Planks, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:50.535189615 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:50.535586379 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:51.034547433 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 2 stick Stick <-> 4 torch Torch, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:51.771831071 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_swap class net.minecraft.world.inventory.CraftingMenu: 4 torch Torch <-> 1 iron_ingot Iron Ingot, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.6127493 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 iron_shovel Iron Shovel, net.minecraft.world.inventory.ResultContainer@3536e1d8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.613135203 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 iron_ingot Iron Ingot, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.980366833 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 iron_shovel Iron Shovel, net.minecraft.world.inventory.ResultContainer@3536e1d8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.980756417 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 iron_ingot Iron Ingot, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.980869978 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.980956239 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_take class net.minecraft.world.inventory.CraftingMenu: 1 stick Stick, net.minecraft.world.inventory.CraftingContainer@67876a8 afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.981908158 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: slot_place class net.minecraft.world.inventory.CraftingMenu: 1 iron_shovel Iron Shovel, Inventory afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:52.982581075 minecraft:overworld, BlockPos{x=20, y=-1, z=48}: break Block{minecraft:deepslate_iron_ore} at BlockPos{x=335, y=-11, z=777} by cd84a844-f769-3c1b-a039-a5233b5b271b DIXAI
00:16:54.111885224 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1670, y=69, z=-635} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:54.424522833 minecraft:overworld, BlockPos{x=20, y=-1, z=48}: break Block{minecraft:deepslate_iron_ore} at BlockPos{x=334, y=-11, z=777} by cd84a844-f769-3c1b-a039-a5233b5b271b DIXAI
00:16:54.631480953 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1670, y=69, z=-636} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:55.083004143 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1671, y=69, z=-636} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:55.570328728 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1670, y=69, z=-634} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:55.997570312 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1671, y=69, z=-635} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:56.44572521 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1672, y=69, z=-636} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:56.906468267 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1672, y=69, z=-635} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:57.378192156 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1673, y=69, z=-636} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:57.784533063 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1673, y=69, z=-635} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:58.259427043 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1674, y=69, z=-635} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:58.743983333 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1674, y=69, z=-634} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:59.200956394 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1675, y=69, z=-634} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:16:59.631655129 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1675, y=69, z=-633} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:00.115678065 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1676, y=69, z=-633} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:00.553636117 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1677, y=69, z=-633} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:00.703630603 minecraft:overworld, BlockPos{x=13, y=3, z=13}: place Block{minecraft:dirt} at BlockPos{x=212, y=62, z=219} on Block{minecraft:grass_block}[snowy=false] by f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
00:17:01.022691302 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1677, y=69, z=-632} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:01.389630391 minecraft:overworld, BlockPos{x=13, y=3, z=13}: place Block{minecraft:dirt} at BlockPos{x=213, y=62, z=219} on Block{minecraft:dirt} by f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
00:17:01.474316403 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1677, y=69, z=-631} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:01.78456562 minecraft:overworld, BlockPos{x=13, y=3, z=13}: place Block{minecraft:dirt} at BlockPos{x=214, y=62, z=219} on Block{minecraft:dirt} by f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
00:17:01.940916216 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1678, y=69, z=-632} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:02.224113768 minecraft:overworld, BlockPos{x=13, y=3, z=13}: place Block{minecraft:dirt} at BlockPos{x=215, y=62, z=219} on Block{minecraft:dirt} by f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
00:17:02.352470062 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:tall_grass}[half=upper] at BlockPos{x=1678, y=70, z=-633} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:02.454731539 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1678, y=69, z=-631} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:02.902408484 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1678, y=69, z=-630} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:03.349476032 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass_block}[snowy=false] at BlockPos{x=1678, y=69, z=-629} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
00:17:03.371386858 minecraft:overworld, BlockPos{x=13, y=3, z=13}: place Block{minecraft:dirt} at BlockPos{x=216, y=62, z=219} on Block{minecraft:dirt} by f7d9c9c5-5a04-347b-90f8-39d881279ece VadimThomas
00:17:03.796273659 minecraft:overworld, BlockPos{x=104, y=4, z=-40}: break Block{minecraft:grass} at BlockPos{x=1679, y=70, z=-630} by afb7b56a-c649-3168-8e66-befdae15357f The_Dos
